sport,event,medal,rank,country_name,country_code,athlete_full_name
Modern Pentathlon,Men's Individual,,26,Hungary,HUN,Robert KASZA
Modern Pentathlon,Men's Individual,,14,Latvia,LAT,Pavels SVECOVS
Modern Pentathlon,Men's Individual,,32,Uzbekistan,UZB,Alexander SAVKIN
Modern Pentathlon,Men's Individual,3.0,3,Republic of Korea,KOR,Woongtae JUN
Modern Pentathlon,Men's Individual,,29,Kazakhstan,KAZ,Pavel ILYASHENKO
Modern Pentathlon,Men's Individual,,12,Poland,POL,Lukasz GUTKOWSKI
Modern Pentathlon,Men's Individual,,24,Egypt,EGY,Ahmed HAMED
Modern Pentathlon,Men's Individual,,21,People's Republic of China,CHN,Shuai LUO
Modern Pentathlon,Men's Individual,1.0,1,Great Britain,GBR,Joseph CHOONG
Modern Pentathlon,Men's Individual,,35,Mexico,MEX,Alvaro SANDOVAL AGUILAR
Modern Pentathlon,Men's Individual,,17,Belarus,BLR,Ilya PALAZKOV
Modern Pentathlon,Men's Individual,,20,Germany,GER,Patrick DOGUE
Modern Pentathlon,Men's Individual,,27,Guatemala,GUA,Charles FERNANDEZ
Modern Pentathlon,Men's Individual,,11,France,FRA,Valentin BELAUD
Modern Pentathlon,Men's Individual,,36,Cuba,CUB,Lester DERS
Modern Pentathlon,Men's Individual,,5,Czech Republic,CZE,Martin VLACH
Modern Pentathlon,Men's Individual,2.0,2,Egypt,EGY,Ahmed ELGENDY
Modern Pentathlon,Men's Individual,,7,France,FRA,Valentin PRADES
Modern Pentathlon,Men's Individual,,19,Germany,GER,Fabian LIEBIG
Modern Pentathlon,Men's Individual,,18,Lithuania,LTU,Justinas KINDERIS
Modern Pentathlon,Men's Individual,,9,Great Britain,GBR,James COOKE
Modern Pentathlon,Men's Individual,,34,Chile,CHI,Esteban BUSTOS
Modern Pentathlon,Men's Individual,,10,ROC,ROC,Aleksandr LIFANOV
Modern Pentathlon,Men's Individual,,28,Japan,JPN,Shohei IWAMOTO
Modern Pentathlon,Men's Individual,,22,People's Republic of China,CHN,Shuhuan LI
Modern Pentathlon,Men's Individual,,33,Mexico,MEX,Duilio CARRILLO
Modern Pentathlon,Men's Individual,,31,Australia,AUS,Ed FERNON
Modern Pentathlon,Men's Individual,,6,Hungary,HUN,Adam MAROSI
Modern Pentathlon,Men's Individual,,15,Ukraine,UKR,Pavlo TYMOSHCHENKO
Modern Pentathlon,Men's Individual,,8,Czech Republic,CZE,Jan KUF
Modern Pentathlon,Men's Individual,,16,Austria,AUT,Gustav GUSTENAU
Modern Pentathlon,Men's Individual,,30,Argentina,ARG,Pamela ZAPATA
Modern Pentathlon,Men's Individual,,23,Spain,ESP,Aleix HEREDIA VIVES
Modern Pentathlon,Women's Individual,,28,Germany,GER,Rebecca LANGREHR
Modern Pentathlon,Women's Individual,,34,Japan,JPN,Natsumi TOMONAGA
Modern Pentathlon,Women's Individual,,23,Japan,JPN,Rena SHIMAZU
Modern Pentathlon,Women's Individual,2.0,2,Lithuania,LTU,Laura ASADAUSKAITE
Modern Pentathlon,Women's Individual,,5,Turkey,TUR,Ilke OZYUKSEL
Modern Pentathlon,Women's Individual,,18,Belarus,BLR,Volha SILKINA
Modern Pentathlon,Women's Individual,,4,Italy,ITA,Alice SOTERO
Modern Pentathlon,Women's Individual,,29,Egypt,EGY,Amira KANDIL
Modern Pentathlon,Women's Individual,,11,Republic of Korea,KOR,Sehee KIM
Modern Pentathlon,Women's Individual,,33,Italy,ITA,Elena MICHELI
Modern Pentathlon,Women's Individual,,6,France,FRA,Elodie CLOUVEL
Modern Pentathlon,Women's Individual,,8,Belarus,BLR,Anastasiya PROKOPENKO
Modern Pentathlon,Women's Individual,,26,Cuba,CUB,Leidis Laura MOYA
Modern Pentathlon,Women's Individual,,7,Lithuania,LTU,Gintare VENCKAUSKAITE
Modern Pentathlon,Women's Individual,,14,Great Britain,GBR,Joanna MUIR
Modern Pentathlon,Women's Individual,,30,Uzbekistan,UZB,Alise FAKHRUTDINOVA
Modern Pentathlon,Women's Individual,,25,People's Republic of China,CHN,Mingyu ZHANG
Modern Pentathlon,Women's Individual,,22,People's Republic of China,CHN,Xiaonan ZHANG
Modern Pentathlon,Women's Individual,,31,Germany,GER,Annika SCHLEU
Modern Pentathlon,Women's Individual,,20,Poland,POL,Anna MALISZEWSKA
Modern Pentathlon,Women's Individual,,19,Egypt,EGY,Haydy MORSY
Modern Pentathlon,Women's Individual,,10,France,FRA,Marie OTEIZA
Modern Pentathlon,Women's Individual,,27,Australia,AUS,Marina CARRIER
Modern Pentathlon,Women's Individual,,9,ROC,ROC,Uliana BATASHOVA
Modern Pentathlon,Women's Individual,,15,Mexico,MEX,Mayan OLIVER
Modern Pentathlon,Women's Individual,,32,ROC,ROC,Gulnaz GUBAYDULLINA
Modern Pentathlon,Women's Individual,,16,Mexico,MEX,Mariana ARCEO GUTIERREZ
Modern Pentathlon,Women's Individual,,12,Hungary,HUN,Michelle GULYAS
Modern Pentathlon,Women's Individual,,24,Ireland,IRL,Natalya COYLE
Modern Pentathlon,Women's Individual,,36,Brazil,BRA,Maria Ieda CHAVES GUIMARAES
Modern Pentathlon,Women's Individual,,35,Ecuador,ECU,Marcela CUASPUD
Modern Pentathlon,Women's Individual,,17,Republic of Korea,KOR,Sunwoo KIM
Modern Pentathlon,Women's Individual,,21,United States of America,USA,Sammy ACHTERBERG
Modern Pentathlon,Women's Individual,3.0,3,Hungary,HUN,Sarolta KOVACS
Modern Pentathlon,Women's Individual,,13,Kazakhstan,KAZ,Elena POTAPENKO
Modern Pentathlon,Women's Individual,1.0,1,Great Britain,GBR,Kate FRENCH
Athletics,Women's 1500m,,4,Ethiopia,ETH,Freweyni GEBREEZIBEHER
Athletics,Women's 1500m,,7,Uganda,UGA,Winnie NANYONDO
Athletics,Women's 1500m,3.0,3,Netherlands,NED,Sifan HASSAN
Athletics,Women's 1500m,,6,Australia,AUS,Linden HALL
Athletics,Women's 1500m,,8,Japan,JPN,Nozomi TANAKA
Athletics,Women's 1500m,,12,United States of America,USA,Cory Ann MCGEE
Athletics,Women's 1500m,,13,Czech Republic,CZE,Kristiina MAKI
Athletics,Women's 1500m,,9,Spain,ESP,Marta PEREZ
Athletics,Women's 1500m,,5,Canada,CAN,Gabriela STAFFORD
Athletics,Women's 1500m,1.0,1,Kenya,KEN,Faith Chepngetich KIPYEGON
Athletics,Women's 1500m,,10,United States of America,USA,Elinor PURRIER ST. PIERRE
Athletics,Women's 1500m,,11,Australia,AUS,Jessica HULL
Athletics,Women's 1500m,2.0,2,Great Britain,GBR,Laura MUIR
Athletics,Men's Triple Jump,,8,People's Republic of China,CHN,Yaoqing FANG
Athletics,Men's Triple Jump,,7,United States of America,USA,Donald SCOTT
Athletics,Men's Triple Jump,,9,Italy,ITA,Andrea DALLAVALLE
Athletics,Men's Triple Jump,,4,United States of America,USA,Will CLAYE
Athletics,Men's Triple Jump,,6,Turkey,TUR,Necati ER
Athletics,Men's Triple Jump,,,France,FRA,Melvin RAFFIN
Athletics,Men's Triple Jump,,5,Algeria,ALG,Yasser TRIKI
Athletics,Men's Triple Jump,,10,Cuba,CUB,Cristian NAPOLES
Athletics,Men's Triple Jump,,11,Italy,ITA,Emanuel IHEMEJE
Athletics,Men's Triple Jump,3.0,3,Burkina Faso,BUR,Fabrice ZANGO HUGUES
Athletics,Men's Triple Jump,2.0,2,People's Republic of China,CHN,Yaming ZHU
Athletics,Men's Triple Jump,1.0,1,Portugal,POR,Pedro P. PICHARDO
Athletics,Women's 3000m Steeplechase,,13,Albania,ALB,Luiza GEGA
Athletics,Women's 3000m Steeplechase,3.0,3,Kenya,KEN,Hyvin KIYENG
Athletics,Women's 3000m Steeplechase,,8,Ethiopia,ETH,Zerfe WONDEMAGEGN
Athletics,Women's 3000m Steeplechase,,,United States of America,USA,Emma COBURN
Athletics,Women's 3000m Steeplechase,,9,Great Britain,GBR,Elizabeth BIRD
Athletics,Women's 3000m Steeplechase,,12,United States of America,USA,Valerie CONSTIEN
Athletics,Women's 3000m Steeplechase,,5,Germany,GER,Gesa Felicitas KRAUSE
Athletics,Women's 3000m Steeplechase,,14,Spain,ESP,Carolina ROBLES
Athletics,Women's 3000m Steeplechase,1.0,1,Uganda,UGA,Peruth CHEMUTAI
Athletics,Women's 3000m Steeplechase,2.0,2,United States of America,USA,Courtney FRERICHS
Athletics,Women's 3000m Steeplechase,,4,Ethiopia,ETH,Mekides ABEBE
Athletics,Women's 3000m Steeplechase,,6,Slovenia,SLO,Marusa MISMAS
Athletics,Women's 3000m Steeplechase,,7,Kenya,KEN,Beatrice CHEPKOECH
Athletics,Women's 3000m Steeplechase,,11,Canada,CAN,Genevieve LALONDE
Athletics,Women's 3000m Steeplechase,,10,Bahrain,BRN,Winfred Mutile YAVI
Athletics,Women's 3000m Steeplechase,,DNF,Australia,AUS,Genevieve GREGSON
Athletics,Men's Shot Put,,10,United States of America,USA,Payton OTTERDAHL
Athletics,Men's Shot Put,3.0,3,New Zealand,NZL,Tomas WALSH
Athletics,Men's Shot Put,,6,South Africa,RSA,Kyle BLIGNAUT
Athletics,Men's Shot Put,,12,Nigeria,NGR,Chukwuebuka ENEKWECHI
Athletics,Men's Shot Put,,4,Brazil,BRA,Darlan ROMANI
Athletics,Men's Shot Put,,7,Serbia,SRB,Armin SINANCEVIC
Athletics,Men's Shot Put,,8,Egypt,EGY,Mostafa Amr HASSAN
Athletics,Men's Shot Put,1.0,1,United States of America,USA,Ryan CROUSER
Athletics,Men's Shot Put,,9,New Zealand,NZL,Jacko GILL
Athletics,Men's Shot Put,2.0,2,United States of America,USA,Joe KOVACS
Athletics,Men's Shot Put,,11,Bosnia and Herzegovina,BIH,Mesud PEZER
Athletics,Men's Shot Put,,5,Italy,ITA,Zane WEIR
Athletics,Women's Long Jump,3.0,3,Nigeria,NGR,Ese BRUME
Athletics,Women's Long Jump,,10,Trinidad and Tobago,TTO,Tyra GITTENS
Athletics,Women's Long Jump,,9,Sweden,SWE,Khaddi SAGNIA
Athletics,Women's Long Jump,,6,United States of America,USA,Tara DAVIS
Athletics,Women's Long Jump,2.0,2,United States of America,USA,Brittney REESE
Athletics,Women's Long Jump,,4,Serbia,SRB,Ivana SPANOVIC
Athletics,Women's Long Jump,,12,"Virgin Islands, British",IVB,Chantel MALONE
Athletics,Women's Long Jump,,8,Great Britain,GBR,Jazmin SAWYERS
Athletics,Women's Long Jump,,11,Great Britain,GBR,Abigail IROZURU
Athletics,Women's Long Jump,,5,Ukraine,UKR,Maryna BEKH
Athletics,Women's Long Jump,,7,Australia,AUS,Brooke STRATTON
Athletics,Women's Long Jump,1.0,1,Germany,GER,Malaika MIHAMBO
Athletics,Women's 5000m,,9,Japan,JPN,Ririka HIRONAKA
Athletics,Women's 5000m,,8,Turkey,TUR,Yasemin CAN
Athletics,Women's 5000m,,5,Ethiopia,ETH,Ejgayehu TAYE
Athletics,Women's 5000m,,14,Norway,NOR,Karoline Bjerkeli GROVDAL
Athletics,Women's 5000m,,10,Israel,ISR,Selamawit TEFERI
Athletics,Women's 5000m,,15,Canada,CAN,Andrea SECCAFIEN
Athletics,Women's 5000m,3.0,3,Ethiopia,ETH,Gudaf TSEGAY
Athletics,Women's 5000m,1.0,1,Netherlands,NED,Sifan HASSAN
Athletics,Women's 5000m,,6,Ethiopia,ETH,Senbere TEFERI
Athletics,Women's 5000m,,13,United States of America,USA,Elise CRANNY
Athletics,Women's 5000m,2.0,2,Kenya,KEN,Hellen Onsando OBIRI
Athletics,Women's 5000m,,4,Kenya,KEN,Agnes Jebet TIROP
Athletics,Women's 5000m,,12,Kenya,KEN,Lilian Kasait RENGERUK
Athletics,Women's 5000m,,11,United States of America,USA,Karissa SCHWEIZER
Athletics,Women's 5000m,,7,Italy,ITA,Nadia BATTOCLETTI
Athletics,Men's Marathon,,66,Australia,AUS,Brett ROBINSON
Athletics,Men's Marathon,,16,Refugee Olympic Team,EOR,Tachlowini Gabriyesos
Athletics,Men's Marathon,,51,Uganda,UGA,Filex CHEMONGESI
Athletics,Men's Marathon,,62,Japan,JPN,Shogo NAKAMURA
Athletics,Men's Marathon,,6,Japan,JPN,Suguru OSAKO
Athletics,Men's Marathon,,55,Mongolia,MGL,Byambajav TSEVEENRAVDAN
Athletics,Men's Marathon,,DNF,Italy,ITA,Yassine RACHIK
Athletics,Men's Marathon,,DNF,Mongolia,MGL,Ser-Od BAT-OCHIR
Athletics,Men's Marathon,,53,Argentina,ARG,Joaquin ARBE
Athletics,Men's Marathon,,9,Morocco,MAR,Othmane EL GOUMRI
Athletics,Men's Marathon,,67,Lesotho,LES,Khoarahlane SEUTLOALI
Athletics,Men's Marathon,,68,Estonia,EST,Roman FOSTI
Athletics,Men's Marathon,,7,United Republic of Tanzania,TAN,Alphonce Felix SIMBU
Athletics,Men's Marathon,,10,Belgium,BEL,Koen NAERT
Athletics,Men's Marathon,,73,Japan,JPN,Yuma HATTORI
Athletics,Men's Marathon,,30,Germany,GER,Amanal PETROS
Athletics,Men's Marathon,,DNF,Republic of Korea,KOR,Joohan OH
Athletics,Men's Marathon,,47,Italy,ITA,Yassine EL FATHAOUI
Athletics,Men's Marathon,1.0,1,Kenya,KEN,Eliud KIPCHOGE
Athletics,Men's Marathon,,DNF,Kenya,KEN,Amos KIPRUTO
Athletics,Men's Marathon,,49,Republic of Korea,KOR,Jungsub SHIM
Athletics,Men's Marathon,,33,Spain,ESP,Javier GUERRA
Athletics,Men's Marathon,,DNF,Great Britain,GBR,Ben CONNOR
Athletics,Men's Marathon,,DNF,United Republic of Tanzania,TAN,Gabriel Gerald GEAY
Athletics,Men's Marathon,,11,Morocco,MAR,Mohamed Reda EL AARABY
Athletics,Men's Marathon,,12,France,FRA,Nicolas NAVARRO
Athletics,Men's Marathon,,17,France,FRA,Morhad AMDOUNI
Athletics,Men's Marathon,,39,Burundi,BDI,Olivier IRABARUTA
Athletics,Men's Marathon,,DNF,Ukraine,UKR,Oleksandr SITKOVSKIY
Athletics,Men's Marathon,,4,Kenya,KEN,Lawrence CHERONO
Athletics,Men's Marathon,2.0,2,Netherlands,NED,Abdi NAGEEYE
Athletics,Men's Marathon,,21,Spain,ESP,Daniel MATEO
Athletics,Men's Marathon,,31,Argentina,ARG,Eulalio MUNOZ
Athletics,Men's Marathon,,74,Mexico,MEX,Jesus Arturo ESPARZA
Athletics,Men's Marathon,,29,United States of America,USA,Jacob RILEY
Athletics,Men's Marathon,,DNF,Brazil,BRA,Daniel FERREIRA DO NASCIMENTO
Athletics,Men's Marathon,,42,Namibia,NAM,Tomas Hilifa RAINHOLD
Athletics,Men's Marathon,,69,Brazil,BRA,Paulo Roberto PAULA
Athletics,Men's Marathon,,76,Honduras,HON,Ivan ZARCO ALVAREZ
Athletics,Men's Marathon,,DNF,Netherlands,NED,Bart VAN NUNEN
Athletics,Men's Marathon,,45,France,FRA,Sidi-Hassan CHAHDI
Athletics,Men's Marathon,,27,Estonia,EST,Tiidrek NURME
Athletics,Men's Marathon,,36,New Zealand,NZL,Zane ROBERTSON
Athletics,Men's Marathon,,41,United States of America,USA,Abdi ABDIRAHMAN
Athletics,Men's Marathon,,DNF,South Africa,RSA,Stephen MOKOKA
Athletics,Men's Marathon,,DNF,Ukraine,UKR,Bohdan-Ivan HORODYSKYY
Athletics,Men's Marathon,,13,Israel,ISR,Maru TEFERI
Athletics,Men's Marathon,,25,Bahrain,BRN,El Hassan ELABBASSI
Athletics,Men's Marathon,,70,Denmark,DEN,Thijs NIJHUIS
Athletics,Men's Marathon,,22,Eritrea,ERI,Yohanes GHEBREGERGIS
Athletics,Men's Marathon,,54,Great Britain,GBR,Christopher THOMPSON
Athletics,Men's Marathon,,DNF,Ethiopia,ETH,Lelisa DESISA
Athletics,Men's Marathon,,8,United States of America,USA,Galen RUPP
Athletics,Men's Marathon,,37,Israel,ISR,Haimro ALAME
Athletics,Men's Marathon,,DNF,Bahrain,BRN,Shumi DECHASA
Athletics,Men's Marathon,,40,Norway,NOR,Sondre Nordstad MOEN
Athletics,Men's Marathon,,20,Italy,ITA,Eyob GHEBREHIWET FANIEL
Athletics,Men's Marathon,,DNF,Uganda,UGA,Stephen KIPROTICH
Athletics,Men's Marathon,,75,Panama,PAN,Jorge CASTELBLANCO
Athletics,Men's Marathon,,63,Poland,POL,Arkadiusz GARDZIELEWSKI
Athletics,Men's Marathon,,DNF,Brazil,BRA,Daniel DA SILVA
Athletics,Men's Marathon,3.0,3,Belgium,BEL,Bashir ABDI
Athletics,Men's Marathon,,DNF,Netherlands,NED,Khalid CHOUKOUD
Athletics,Men's Marathon,,DNF,Colombia,COL,Ivan Dario GONZALEZ
Athletics,Men's Marathon,,71,Ireland,IRL,Paul POLLOCK
Athletics,Men's Marathon,,24,Australia,AUS,Liam ADAMS
Athletics,Men's Marathon,,5,Spain,ESP,Ayad LAMDASSEM
Athletics,Men's Marathon,,DNF,Australia,AUS,Jack RAYNER
Athletics,Men's Marathon,,14,Eritrea,ERI,Goitom KIFLE
Athletics,Men's Marathon,,28,Israel,ISR,Girmaw AMARE
Athletics,Men's Marathon,,DNF,Switzerland,SUI,Tadesse ABRAHAM
Athletics,Men's Marathon,,52,Turkey,TUR,Yavuz AGRALI
Athletics,Men's Marathon,,19,People's Republic of China,CHN,Shaohui YANG
Athletics,Men's Marathon,,60,Peru,PER,Cristhian PACHECO
Athletics,Men's Marathon,,34,South Africa,RSA,Elroy GELANT
Athletics,Men's Marathon,,DNF,Poland,POL,Marcin CHABOWSKI
Athletics,Men's Marathon,,DNF,Great Britain,GBR,Callum HAWKINS
Athletics,Men's Marathon,,32,People's Republic of China,CHN,Jianhua PENG
Athletics,Men's Marathon,,58,Ireland,IRL,Kevin SEAWARD
Athletics,Men's Marathon,,DNF,Ireland,IRL,Stephen SCULLION
Athletics,Men's Marathon,,DNF,Ethiopia,ETH,Shura KITATA
Athletics,Men's Marathon,,44,Uganda,UGA,Fred MUSOBO
Athletics,Men's Marathon,,61,Austria,AUT,Peter HERZOG
Athletics,Men's Marathon,,15,Colombia,COL,Jeison Alexander SUAREZ
Athletics,Men's Marathon,,59,Belgium,BEL,Dieter KERSTEN
Athletics,Men's Marathon,,56,Mexico,MEX,Jose Luis SANTANA MARIN
Athletics,Men's Marathon,,DNF,Bahrain,BRN,Alemu BEKELE
Athletics,Men's Marathon,,65,Mexico,MEX,Juan PACHECO
Athletics,Men's Marathon,,18,Morocco,MAR,Hamza SAHLI
Athletics,Men's Marathon,,DNF,Turkey,TUR,Polat Kemboi ARIKAN
Athletics,Men's Marathon,,26,Germany,GER,Richard RINGER
Athletics,Men's Marathon,,43,Paraguay,PAR,Derlys AYALA
Athletics,Men's Marathon,,23,Denmark,DEN,Abdi Hakin ULAD
Athletics,Men's Marathon,,48,Canada,CAN,Trevor HOFBAUER
Athletics,Men's Marathon,,DNF,Ethiopia,ETH,Sisay LEMMA
Athletics,Men's Marathon,,DNF,Rwanda,RWA,John HAKIZIMANA
Athletics,Men's Marathon,,46,Canada,CAN,Ben PREISNER
Athletics,Men's Marathon,,DNF,Austria,AUT,Lemawork KETEMA
Athletics,Men's Marathon,,35,Eritrea,ERI,Oqbe Kibrom RUESOM
Athletics,Men's Marathon,,DNF,Ukraine,UKR,Mykola NYZHNYK
Athletics,Men's Marathon,,50,Germany,GER,Hendrik PFEIFFER
Athletics,Men's Marathon,,DNF,South Africa,RSA,Pheeha MOKGOBO
Athletics,Men's Marathon,,72,Canada,CAN,Cameron LEVINS
Athletics,Men's Marathon,,57,People's Republic of China,CHN,Guojian DONG
Athletics,Men's Marathon,,64,New Zealand,NZL,Malcolm HICKS
Athletics,Men's Marathon,,38,Poland,POL,Adam NOWICKI
Athletics,Women's Javelin Throw,,10,United States of America,USA,Maggie MALONE
Athletics,Women's Javelin Throw,,4,Turkey,TUR,Eda TUGSUZ
Athletics,Women's Javelin Throw,,11,Latvia,LAT,Madara PALAMEIKA
Athletics,Women's Javelin Throw,,12,Japan,JPN,Haruka KITAGUCHI
Athletics,Women's Javelin Throw,,6,Australia,AUS,Kathryn MITCHELL
Athletics,Women's Javelin Throw,3.0,3,Australia,AUS,Kelsey-Lee ROBERTS
Athletics,Women's Javelin Throw,1.0,1,People's Republic of China,CHN,Shiying LIU
Athletics,Women's Javelin Throw,,8,Australia,AUS,Mackenzie LITTLE
Athletics,Women's Javelin Throw,,9,Germany,GER,Christin HUSSONG
Athletics,Women's Javelin Throw,,5,People's Republic of China,CHN,Huihui LYU
Athletics,Women's Javelin Throw,2.0,2,Poland,POL,Maria ANDREJCZYK
Athletics,Women's Javelin Throw,,7,Lithuania,LTU,Liveta JASIUNAITE
Athletics,Men's 110m Hurdles,,6,Spain,ESP,Asier MARTINEZ
Athletics,Men's 110m Hurdles,,7,Great Britain,GBR,Andrew POZZI
Athletics,Men's 110m Hurdles,,8,France,FRA,Aurel MANGA
Athletics,Men's 110m Hurdles,3.0,3,Jamaica,JAM,Ronald LEVY
Athletics,Men's 110m Hurdles,1.0,1,Jamaica,JAM,Hansle PARCHMENT
Athletics,Men's 110m Hurdles,,4,United States of America,USA,Devon ALLEN
Athletics,Men's 110m Hurdles,,5,France,FRA,Pascal MARTINOT-LAGARDE
Athletics,Men's 110m Hurdles,2.0,2,United States of America,USA,Grant HOLLOWAY
Athletics,Men's Long Jump,,8,Italy,ITA,Filippo RANDAZZO
Athletics,Men's Long Jump,,5,United States of America,USA,Juvaughn HARRISON
Athletics,Men's Long Jump,2.0,2,Cuba,CUB,Juan Miguel ECHEVARRIA
Athletics,Men's Long Jump,,10,People's Republic of China,CHN,Changzhou HUANG
Athletics,Men's Long Jump,3.0,3,Cuba,CUB,Maykel MASSO
Athletics,Men's Long Jump,,7,Sweden,SWE,Thobias MONTLER
Athletics,Men's Long Jump,,9,Finland,FIN,Kristian PULLI
Athletics,Men's Long Jump,,4,Spain,ESP,Eusebio CACERES
Athletics,Men's Long Jump,,6,Japan,JPN,Yuki HASHIOKA
Athletics,Men's Long Jump,,12,Germany,GER,Fabian HEINLE
Athletics,Men's Long Jump,1.0,1,Greece,GRE,Miltiadis TENTOGLOU
Athletics,Men's Long Jump,,11,Jamaica,JAM,Tajay GAYLE
Athletics,Men's Javelin Throw,,12,Romania,ROU,Alexandru Mihaita NOVAC
Athletics,Men's Javelin Throw,3.0,3,Czech Republic,CZE,Vitezslav VESELY
Athletics,Men's Javelin Throw,,5,Pakistan,PAK,Arshad NADEEM
Athletics,Men's Javelin Throw,,4,Germany,GER,Julian WEBER
Athletics,Men's Javelin Throw,,11,Sweden,SWE,Kim AMB
Athletics,Men's Javelin Throw,1.0,1,India,IND,Neeraj CHOPRA
Athletics,Men's Javelin Throw,,7,Republic of Moldova,MDA,Andrian MARDARE
Athletics,Men's Javelin Throw,2.0,2,Czech Republic,CZE,Jakub VADLEJCH
Athletics,Men's Javelin Throw,,8,Finland,FIN,Lassi ETELATALO
Athletics,Men's Javelin Throw,,10,Belarus,BLR,Pavel MIALESHKA
Athletics,Men's Javelin Throw,,9,Germany,GER,Johannes VETTER
Athletics,Men's Javelin Throw,,6,Belarus,BLR,Aliaksei KATKAVETS
Athletics,Men's 50km Race Walk,,44,Mexico,MEX,Horacio NAVA
Athletics,Men's 50km Race Walk,,29,Ireland,IRL,Alex WRIGHT
Athletics,Men's 50km Race Walk,,46,Czech Republic,CZE,Lukas GDULA
Athletics,Men's 50km Race Walk,,32,Japan,JPN,Satoshi MARUO
Athletics,Men's 50km Race Walk,,10,Ireland,IRL,Brendan BOYCE
Athletics,Men's 50km Race Walk,1.0,1,Poland,POL,Dawid TOMALA
Athletics,Men's 50km Race Walk,,27,Ecuador,ECU,Jhonatan Javier AMORES CARUA
Athletics,Men's 50km Race Walk,,40,South Africa,RSA,Marc MUNDELL
Athletics,Men's 50km Race Walk,,37,Latvia,LAT,Arnis RUMBENIEKS
Athletics,Men's 50km Race Walk,,11,Colombia,COL,Jose Leonardo MONTANA
Athletics,Men's 50km Race Walk,,35,Spain,ESP,Jesus Angel GARCIA
Athletics,Men's 50km Race Walk,,34,Guatemala,GUA,Bernardo Uriel BARRONDO
Athletics,Men's 50km Race Walk,,5,Portugal,POR,Joao VIEIRA
Athletics,Men's 50km Race Walk,,43,Czech Republic,CZE,Vit HLAVAC
Athletics,Men's 50km Race Walk,,DNF,India,IND,Gurpreet SINGH
Athletics,Men's 50km Race Walk,,26,Finland,FIN,Jarkko KINNUNEN
Athletics,Men's 50km Race Walk,,38,Finland,FIN,Aleksi OJALA
Athletics,Men's 50km Race Walk,,21,People's Republic of China,CHN,Qin WANG
Athletics,Men's 50km Race Walk,,9,Finland,FIN,Veli-Matti PARTANEN
Athletics,Men's 50km Race Walk,,DNF,Italy,ITA,Teodorico CAPORASO
Athletics,Men's 50km Race Walk,,DNF,Norway,NOR,Havard HAUKENES
Athletics,Men's 50km Race Walk,,19,Ecuador,ECU,Andres CHOCHO
Athletics,Men's 50km Race Walk,,DNF,Italy,ITA,Marco DE LUCA
Athletics,Men's 50km Race Walk,,DNF,Guatemala,GUA,Luis Angel SANCHEZ
Athletics,Men's 50km Race Walk,3.0,3,Canada,CAN,Evan DUNFEE
Athletics,Men's 50km Race Walk,,31,Lithuania,LTU,Artur MASTIANICA
Athletics,Men's 50km Race Walk,,16,New Zealand,NZL,Quentin REW
Athletics,Men's 50km Race Walk,,30,Japan,JPN,Hayato KATSUKI
Athletics,Men's 50km Race Walk,,24,Romania,ROU,Marius COCIORAN
Athletics,Men's 50km Race Walk,,14,Slovakia,SVK,Matej TOTH
Athletics,Men's 50km Race Walk,,DNF,Ukraine,UKR,Ivan BANZERUK
Athletics,Men's 50km Race Walk,,,Guatemala,GUA,Erick BARRONDO
Athletics,Men's 50km Race Walk,,13,Colombia,COL,Jorge Armando RUIZ
Athletics,Men's 50km Race Walk,,8,Australia,AUS,Rhydian COWLEY
Athletics,Men's 50km Race Walk,,47,Ecuador,ECU,Claudio VILLANUEVA
Athletics,Men's 50km Race Walk,,DNF,Mexico,MEX,Isaac PALMA
Athletics,Men's 50km Race Walk,,6,Japan,JPN,Masatora KAWANO
Athletics,Men's 50km Race Walk,,41,Slovakia,SVK,Michal MORVAY
Athletics,Men's 50km Race Walk,2.0,2,Germany,GER,Jonathan HILBERT
Athletics,Men's 50km Race Walk,,45,Canada,CAN,Mathieu BILODEAU
Athletics,Men's 50km Race Walk,,23,Italy,ITA,Andrea AGRUSTI
Athletics,Men's 50km Race Walk,,12,Poland,POL,Artur BRZOZOWSKI
Athletics,Men's 50km Race Walk,,,Latvia,LAT,Ruslans SMOLONSKIS
Athletics,Men's 50km Race Walk,,39,Ukraine,UKR,Valeriy LITANIUK
Athletics,Men's 50km Race Walk,,33,Germany,GER,Carl DOHMANN
Athletics,Men's 50km Race Walk,,18,Colombia,COL,Diego PINZON
Athletics,Men's 50km Race Walk,,DNF,Spain,ESP,Luis Manuel CORCHETE
Athletics,Men's 50km Race Walk,,7,People's Republic of China,CHN,Tongda BIAN
Athletics,Men's 50km Race Walk,,22,Belarus,BLR,Dzmitry DZIUBIN
Athletics,Men's 50km Race Walk,,DNF,France,FRA,Yohann DINIZ
Athletics,Men's 50km Race Walk,,36,Greece,GRE,Alexandros PAPAMICHAIL
Athletics,Men's 50km Race Walk,,42,Germany,GER,Nathaniel SEILER
Athletics,Men's 50km Race Walk,,DNF,Poland,POL,Rafal AUGUSTYN
Athletics,Men's 50km Race Walk,,17,Hungary,HUN,Mate HELEBRANDT
Athletics,Men's 50km Race Walk,,25,Ukraine,UKR,Maryan ZAKALNYTSKYY
Athletics,Men's 50km Race Walk,,20,Hungary,HUN,Bence VENYERCSAN
Athletics,Men's 50km Race Walk,,4,Spain,ESP,Marc TUR
